loanAmnt,term,id
28800,3,2076
35000,5,121
23100,5,2077
40000,3,1123
12000,3,2078
24350,3,122
13850,3,1124
34475,5,2079
25000,3,123
13000,3,2080
9000,3,124
16000,3,2081
30000,5,1125
10000,3,2082
15400,3,125
12000,3,2083
28000,3,1126
6000,3,2084
28000,5,126
14000,3,2085
9750,3,127
35000,3,128
18400,5,1127
21200,5,129
4650,3,1128
17000,3,130
18000,5,131
28000,3,2086
21000,3,132
18000,5,1129
15000,5,2087
10000,3,2088
5500,3,133
8500,5,1130
10000,3,134
4200,3,2089
15000,5,1131
14000,5,2090
13000,3,135
10000,3,1132
20000,3,2091
2000,3,1133
6400,3,2092
13200,5,1134
4000,3,136
7200,3,1135
8000,3,2093
17000,5,1136
10000,3,2094
29850,3,137
12700,3,1137
8400,3,2095
7000,3,2096
24000,3,2097
10000,3,2098
16000,5,2099
21600,3,138
25075,5,2100
25000,3,1138
16000,5,139
12000,3,1139
10000,3,2101
4000,3,140
12850,5,1140
10000,3,2102
5000,3,1141
6000,3,141
20000,5,1142
30000,3,2103
20000,3,142
10000,3,1143
17325,3,143
4800,3,1144
12000,5,2104
14700,5,1145
5000,3,2105
20825,5,144
6000,3,1146
12000,3,2106
5000,3,145
4800,3,1147
12000,5,146
8000,3,2107
2000,3,1148
3025,3,147
10000,3,1149
7800,3,148
21000,5,1150
15000,3,2108
14000,5,149
26000,3,1151
24000,5,2109
14400,3,1152
28000,5,1153
4875,3,150
8000,3,1154
4625,3,2110
14000,3,151
12000,5,1155
1825,3,2111
20000,5,1156
10000,3,152
4350,3,2112
5000,3,1157
10500,3,2113
10000,3,153
12000,3,154
10000,3,2114
28000,5,155
16000,5,2115
18000,5,156
10000,3,2116
25000,5,1158
6500,3,157
12000,3,1159
22800,5,2117
28000,3,1160
7750,3,158
15000,3,2118
35000,5,159
13425,3,1161
13000,5,160
10000,3,2119
12000,5,161
5000,3,2120
11575,5,1162
15000,3,2121
12000,3,1163
18625,3,2122
4450,3,162
30000,3,1164
7550,3,2123
9000,3,163
10000,3,2124
8000,3,164
19125,3,2125
7900,3,1165
8000,3,165
22675,5,1166
12000,3,166
12000,5,1167
10000,3,2126
18000,5,1168
35000,5,167
8000,3,2127
25000,3,168
5000,3,1169
25000,3,2128
10000,3,169
6000,5,1170
21200,3,2129
15400,5,1171
10000,3,170
9600,3,2130
10000,3,2131
17275,3,171
26875,5,1172
5500,3,172
18225,5,1173
3000,3,2132
28000,3,1174
10500,5,3072
10000,3,173
11900,5,3073
9000,5,174
5550,3,1175
13000,3,3074
5000,3,175
15000,3,1176
19375,3,3075
20700,3,3076
5000,3,2133
10000,3,176
2800,3,3077
19150,5,177
4425,3,3078
15000,5,2134
3000,3,3079
12000,3,2135
5675,3,1177
25000,5,2136
5000,3,3080
10200,3,2137
10000,3,178
14225,3,2138
3000,3,3081
15000,3,179
1400,3,1178
9000,3,3082
28000,5,2139
2075,3,1179
15875,5,180
16000,3,3083
10375,5,3084
16000,3,2140
19425,3,181
16000,5,2141
15000,3,1180
4500,3,2142
10000,3,182
19975,3,3085
15000,3,183
11825,3,1181
23450,5,184
8000,3,1182
24000,3,3086
16700,3,2143
28000,3,2144
12000,3,1183
13325,3,3087
24000,3,185
10200,5,1184
5000,3,1185
4000,3,2145
15000,3,186
5375,3,2146
20000,3,1186
8400,3,3088
9000,3,2147
32400,3,1187
12000,5,187
35000,5,3089
20000,5,188
4500,3,1188
14300,3,2148
12000,3,3090
35000,5,1189
20050,5,2149
9525,3,3091
20000,3,189
2650,3,1190
10625,3,3092
25000,5,190
12000,5,1191
8300,3,2150
30000,5,191
3600,3,1192
8000,3,3093
5000,3,192
20000,5,1193
4950,3,193
6000,3,1194
30000,3,3094
6000,3,194
35000,3,3095
9000,3,1195
15000,3,2151
12000,3,3096
35000,3,195
10000,5,2152
28000,3,3097
19700,5,1196
6300,3,3098
10000,5,1197
12800,3,2153
5225,3,196
25000,5,1198
11000,3,2154
7000,3,197
4000,3,2155
5000,3,3099
12950,3,198
8000,3,2156
10000,3,1199
3600,3,3100
20000,5,2157
3000,3,1200
20000,3,3101
8000,3,2158
7000,3,3102
20000,3,1201
14000,5,2159
6000,3,1202
20000,3,3103
15000,3,2160
27600,5,1203
3500,3,3104
15000,5,199
35000,3,1204
28000,3,2161
5000,3,3105
24000,3,200
8500,3,2162
20000,3,1205
20000,3,2163
18400,3,2164
7200,3,3106
8000,3,2165
4000,3,201
2500,3,1206
32000,3,3107
18075,3,1207
5000,3,202
4500,3,1208
13000,3,203
20000,3,3108
10000,3,2166
28000,5,2167
15000,3,3109
32000,3,204
29350,3,2168
25000,5,205
7125,3,2169
22000,3,1209
16000,3,3110
5250,3,206
6000,3,3111
20400,3,2170
7500,3,3112
5100,3,207
9500,3,2171
9875,3,208
4800,3,2172
12000,5,1210
11400,3,2173
2500,3,209
11500,3,2174
15750,3,210
14000,5,2175
16475,5,1211
10300,3,211
25000,3,1212
12000,3,3113
21500,5,2176
8500,3,1213
20000,3,3114
8000,3,2177
14650,3,212
4200,3,3115
30000,3,2178
35000,3,3116
2500,3,2179
27150,3,213
10000,3,2180
32225,5,1214
7200,3,3117
8000,3,214
15100,3,3118
5825,3,215
5000,3,2181
4200,3,216
24000,3,3119
24000,5,217
22000,5,2182
14025,5,218
15000,5,3120
13600,3,219
14400,3,3121
6000,3,1215
15000,5,220
6000,3,3122
9600,3,2183
11000,3,221
21000,3,1216
11900,3,2184
20000,5,3123
35000,3,2185
4000,3,1217
15000,3,3124
35000,5,1218
5500,3,222
20000,3,2186
22000,5,3125
10000,3,1219
8000,3,3126
15000,3,1220
20000,3,3127
18000,3,3128
10000,3,223
4000,3,2187
20875,5,224
13000,5,3129
8000,3,225
8000,3,1221
21600,3,226
19200,3,2188
28000,3,3130
5600,3,227
4000,3,2189
5125,3,1222
20000,3,2190
16000,3,4072
30000,5,228
12000,5,4073
10000,3,229
16000,3,3131
9000,3,230
5200,3,4074
12000,3,1223
26400,3,3132
6550,3,1224
11000,3,4075
10000,3,3133
20000,3,231
10000,3,1225
5000,3,1226
18225,3,4076
16000,3,2191
10000,3,3134
10000,5,1227
35000,3,3135
11000,3,3136
16000,3,4077
21000,3,3137
22000,5,1228
11900,3,4078
18000,5,3138
27000,5,1229
6000,3,2192
12000,5,1230
5000,3,3139
25000,5,2193
35000,3,232
7000,3,4079
18000,3,2194
15600,5,4080
12000,5,2195
13000,3,1231
16000,3,3140
13000,5,2196
9375,3,4081
15000,5,1232
4000,3,2197
8000,3,233
15000,5,1233
4000,3,234
16000,3,3141
7200,3,235
4725,3,3142
7450,3,4082
18000,5,2198
15000,5,236
5000,3,4083
4800,3,237
15000,3,2199
6000,3,4084
10000,3,1234
6600,3,238
10000,3,1235
20000,5,3143
22800,5,2200
12000,3,239
10000,3,1236
6000,3,3144
18000,3,4085
35000,3,1237
10000,3,4086
23600,5,1238
10000,3,2201
15000,3,240
8400,3,241
10800,5,2202
20000,3,4087
13200,5,2203
6400,3,242
35000,5,4088
12000,3,3145
15375,3,4089
20000,5,243
5000,3,2204
3000,3,3146
27325,5,244
9600,3,3147
20000,3,245
35000,3,2205
18000,3,3148
28000,5,4090
3825,3,246
35000,5,3149
2400,3,1239
1500,3,2206
21000,5,247
16000,5,1240
21000,5,2207
20000,3,4091
15000,5,2208
8000,3,4092
19075,3,3150
15000,3,1241
10000,3,3151
14375,3,248
14000,5,1242
15000,3,2209
5000,3,249
4500,3,3152
9125,3,1243
23000,3,250
4000,5,4093
25000,3,251
35000,3,4094
5000,3,3153
3000,3,2210
13600,5,4095
18000,3,2211
28000,3,3154
1200,3,252
14400,3,2212
8400,3,1244
12000,3,3155
6000,3,3156
9000,3,2213
29400,5,253
3600,3,3157
5300,3,2214
20000,3,3158
2500,3,4096
18400,5,254
34800,3,3159
15275,5,255
14525,5,2215
4000,3,256
15000,5,2216
16925,5,1245
16100,3,257
35000,3,4097
4900,3,3160
15000,3,2217
5750,3,1246
12000,3,258
14750,5,1247
10000,3,259
8000,3,1248
13500,5,4098
18000,3,260
6000,3,1249
13425,3,261
5000,3,2218
7900,3,1250
17000,3,262
18000,3,4099
6500,3,1251
8000,3,263
1000,3,2219
25600,5,1252
6000,3,4100
10000,3,264
12000,3,2220
14000,5,3161
30000,3,2221
7200,3,3162
5000,3,1253
10000,3,265
10000,5,3163
10000,3,2222
8500,3,3164
15150,5,266
35000,5,1254
12000,3,4101
10000,5,267
27000,5,2223
16000,3,4102
35000,3,268
17000,5,1255
20000,3,3165
11200,5,2224
35000,5,269
24000,3,2225
4000,3,4103
20000,3,270
5000,3,2226
5500,3,271
1500,3,2227
8250,3,3166
15000,5,2228
9000,3,272
12000,3,2229
23000,5,4104
12000,3,3167
5950,3,2230
11000,3,1256
6000,3,273
12000,3,1257
14000,3,2231
3825,3,3168
10000,5,4105
12225,5,3169
7000,3,2232
6025,3,1258
6000,3,274
20000,3,1259
20000,3,275
32000,5,3170
8000,3,4106
8000,3,3171
20000,3,4107
18000,3,1260
14400,3,2233
15000,5,276
15875,3,2234
33000,5,2235
16000,3,3172
8000,3,277
30000,5,3173
2000,3,1261
10000,5,2236
11000,3,1262
5700,3,278
10000,3,2237
15825,5,1263
19200,3,3174
21400,5,3175
19300,3,4108
17075,5,1264
8000,3,3176
28000,3,279
11350,3,3177
9000,3,5072
20000,3,7072
4000,3,4109
12500,3,3178
11000,5,4110
9000,3,3179
25000,5,2238
9800,3,4111
3000,3,3180
4000,3,7073
35000,5,5073
12000,3,5074
13600,3,5075
15000,5,1265
25000,5,5076
20000,5,1266
8000,3,280
5000,3,7074
13000,3,4112
19000,5,2239
8800,3,1267
6000,3,281
21175,5,1268
28000,3,282
4800,3,1269
16000,5,2240
21000,5,1270
2000,3,3181
19200,5,2241
35000,5,283
3500,3,4113
24000,3,7075
21600,3,2242
8800,3,4114
10000,3,7076
15000,3,284
9000,3,1271
10000,3,7077
29000,5,4115
19200,5,1272
12500,3,285
3000,3,5077
10000,3,3182
20000,5,286
24900,3,5078
35000,5,7078
15000,3,4116
20525,5,5079
21000,3,2243
7000,3,5080
17000,5,1273
7200,3,4117
12000,3,3183
6000,3,287
17850,5,5081
3500,3,288
5000,3,4118
18050,5,7079
5000,3,3184
15000,3,2244
25000,3,6072
16000,5,7080
16500,3,2245
8000,3,289
10225,3,1274
20000,3,6073
35000,3,5082
8000,3,6074
8000,3,1275
12900,3,2246
30000,5,1276
12000,5,6075
3000,3,3185
14575,5,1277
12000,3,2247
11150,3,6076
15000,5,7081
6725,3,4119
20000,5,4120
24000,3,6077
6400,3,4121
1200,3,1278
13400,5,290
9825,3,6078
35000,5,7082
20200,5,4122
16000,3,2248
20425,3,291
15000,3,5083
8575,3,7083
6700,3,6079
8500,3,5084
12000,3,6080
25000,3,5085
3500,3,2249
10000,3,7084
6125,3,2250
2375,3,4123
5000,3,7085
20000,3,6081
15000,3,5086
15000,3,292
1000,3,5087
8000,3,4124
3500,3,2251
15000,3,7086
9000,3,4125
24000,3,2252
16000,3,293
15000,3,7087
35000,5,6082
20000,5,2253
4000,3,6083
20000,3,1279
5000,3,4126
2400,3,7088
20325,3,2254
16500,3,3186
5000,3,294
15000,5,4127
3200,3,1280
15000,5,6084
15000,5,295
3000,3,5088
35000,5,4128
10000,3,5089
22000,5,2255
27900,5,5090
10000,3,3187
26900,3,296
20000,3,5091
35000,3,297
9000,3,298
35000,5,1281
15000,3,5092
1000,3,2256
15000,3,4129
14125,3,4130
7200,3,7089
9250,3,3188
35000,3,1282
22000,3,6085
24000,5,3189
7500,3,6086
18725,3,299
30000,5,2257
9000,3,5093
15000,3,4131
16500,3,5094
30000,5,6087
10000,3,4132
30000,5,3190
24000,3,4133
7000,3,300
10000,3,2258
5150,3,5095
18075,5,6088
24000,5,301
10000,3,5096
26800,3,2259
24000,3,3191
18000,3,5097
8000,3,302
5000,3,1283
10000,3,3192
19125,3,5098
20075,3,303
12000,5,6089
5000,3,304
8400,3,1284
5000,3,2260
11000,3,3193
35000,3,7090
12000,3,3194
10000,3,2261
14400,3,305
20000,3,2262
31200,5,7091
30000,5,1285
25000,5,4134
5825,3,5099
10575,3,4135
11000,3,2263
24700,5,1286
20000,3,5100
9000,3,2264
35000,3,7092
10000,3,4136
4575,3,5101
3000,3,6090
40000,3,2265
8000,3,2266
8000,3,7093
7850,3,4137
10000,3,7094
7150,3,2267
5000,3,4138
8000,3,3195
14300,3,4139
32025,5,3196
1800,3,5102
6000,3,2268
20000,3,3197
16000,3,6091
8000,3,7095
16000,3,3198
2000,3,6092
18000,3,1287
12600,3,4140
8000,3,3199
10000,3,2269
6000,3,4141
7800,3,3200
9600,3,5103
12000,5,3201
5000,3,5104
7000,3,4142
10000,3,1288
5000,3,2270
30000,5,3202
9600,3,306
5000,3,3203
5000,3,7096
35000,5,6093
2750,3,4143
20000,3,1289
28000,5,307
13000,5,1290
11325,3,308
15000,5,5105
27000,5,309
24000,3,3204
10000,5,6094
18000,5,2271
28000,5,1291
27000,3,4144
21000,3,310
16000,3,1292
6000,3,4145
15000,3,1293
10000,3,311
4000,3,4146
6000,3,312
24000,5,6095
6000,3,313
14700,3,3205
3500,3,5106
12375,3,314
9000,3,7097
6000,3,315
10550,3,4147
25000,5,6096
5100,3,1294
4200,3,6097
28000,3,4148
12000,3,1295
15000,3,316
22500,3,5107
11000,3,4149
13850,3,1296
9000,3,6098
5000,3,2272
12000,5,317
8500,3,3206
7000,3,6099
15000,3,2273
21425,5,3207
28525,5,6100
5000,3,2274
2500,3,7098
4200,3,2275
2700,3,318
10000,3,1297
35000,5,5108
9000,3,6101
30000,5,319
2000,3,5109
21400,5,6102
9600,3,3208
12000,3,4150
10000,5,1298
16000,5,6103
10000,3,7099
17400,3,3209
25000,3,1299
7000,3,6104
6000,5,3210
3125,3,320
24850,5,1300
34200,5,7100
23800,5,7101
16000,5,321
19600,3,7102
6000,3,1301
18000,5,3211
20400,5,6105
9700,3,3212
15000,3,5110
20000,3,4151
20000,3,6106
9800,3,2276
17125,5,4152
12000,3,5111
6775,3,7103
4000,3,2277
16000,3,5112
6000,3,4153
20000,3,322
15000,3,7104
8500,3,5113
9000,3,323
18000,3,7105
35000,5,324
25000,3,6107
10000,3,4154
25000,5,2278
7000,3,7106
32000,5,2279
30000,3,325
13100,3,2280
20000,3,326
10000,3,2281
4800,3,4155
9000,3,3213
15825,3,1302
20000,3,327
16000,5,6108
12000,3,3214
5300,3,6109
35000,3,3215
11000,3,3216
16000,3,6110
5000,3,328
6000,3,2282
12050,5,4156
12000,5,6111
18000,3,5114
8000,3,329
9000,3,3217
10000,3,4157
24800,3,330
28000,5,1303
35000,5,7107
8400,3,1304
35000,3,2283
6000,3,331
5000,3,3218
20000,3,4158
8000,3,2284
3000,3,4159
25000,5,2285
35000,3,4160
40000,3,332
6000,3,4161
10450,3,3219
6000,3,7108
4200,3,2286
27125,5,333
19200,3,4162
33575,3,7109
14000,5,7110
8000,3,2287
20000,3,1305
3000,3,6112
10000,5,2288
24000,3,6113
8000,3,334
10000,3,4163
16000,3,335
11200,5,6114
5800,3,5115
28000,3,7111
16000,5,2289
7450,3,7112
10000,3,3220
12000,5,5116
17275,3,4164
15625,3,3221
8000,3,7113
1400,3,5117
10000,3,6115
20000,3,5118
21550,3,4165
20000,3,2290
35000,5,336
22000,3,6116
5000,3,1306
12000,3,2291
8000,5,6117
11200,5,2292
9600,3,6118
24000,3,2293
20000,5,4166
15125,5,337
2500,3,6119
22775,3,4167
15000,3,2294
28000,5,1307
8600,3,338
6800,3,4168
5000,3,1308
17625,3,3222
7200,3,339
12000,3,7114
28800,5,2295
8500,3,5119
6000,3,4169
10000,3,7115
16000,5,1309
24000,3,7116
35000,5,2296
17500,3,340
16000,5,4170
12000,3,2297
22900,3,341
25000,3,1310
35000,3,342
5000,3,2298
10000,5,343
5650,3,1311
9000,3,4171
10000,5,7117
4000,3,344
5000,3,4172
29975,3,7118
7000,3,1312
15000,5,345
18000,3,2299
3500,3,2300
8000,3,6120
22250,3,7119
35000,3,3223
5600,3,6121
15000,3,2301
2500,3,4173
8875,3,346
3200,3,5120
25000,3,7120
28000,3,4174
6000,3,2302
13225,3,3224
3000,3,5121
9000,3,347
16000,5,5122
35000,3,3225
12000,5,6122
10000,5,2303
4200,3,5123
3000,3,1313
9000,3,7121
2000,3,3226
20000,3,4175
3000,3,1314
23550,5,348
25200,5,1315
28000,3,5124
16000,3,7122
8350,3,6123
8000,3,3227
16000,5,6124
12000,3,2304
21925,5,2305
14400,3,349
21000,5,2306
10000,5,350
21000,3,4176
8400,3,2307
20000,5,4177
15500,3,351
4000,3,2308
14500,3,3228
15000,3,7123
35000,5,3229
8400,3,5125
13200,3,4178
15000,3,2309
2000,3,352
5150,3,7124
6400,3,6125
10000,3,1316
18150,3,6126
5000,3,353
8000,3,4179
4200,3,1317
5000,3,2310
16000,3,4180
3000,3,354
10000,3,7125
12800,3,3230
14000,3,355
14000,5,4181
8000,3,3231
20000,3,6127
3000,3,3232
10625,3,5126
21100,3,7126
35000,5,1318
7500,3,6128
8000,3,2311
26000,3,4182
6000,3,356
24000,5,7127
8700,3,1319
10000,3,6129
14000,5,7128
5000,3,357
4800,3,6130
10000,5,1320
6500,3,4183
20000,3,1321
20700,3,358
16000,5,1322
20525,5,359
8000,3,3233
24000,3,6131
10500,3,1323
35000,3,7129
28000,5,6132
8000,3,5127
22000,3,3234
8000,3,7130
21000,5,5128
18000,3,3235
2000,3,2312
3200,3,1324
11325,3,3236
15000,3,360
12000,3,361
10000,3,7131
7125,3,1325
10000,3,5129
12000,5,7132
8000,3,2313
7650,3,7133
21000,5,4184
20000,3,6133
10000,3,3237
10500,3,4185
9000,3,362
30000,3,6134
10500,3,3238
10000,3,1326
8000,3,7134
19200,5,4186
24000,3,1327
7450,3,6135
10000,3,6136
14825,3,5130
4000,3,4187
6000,3,363
10000,3,4188
21000,3,7135
25000,3,364
7500,3,1328
18000,3,4189
12000,3,7136
15000,3,365
40000,5,5131
3000,3,2314
20000,5,3239
12000,3,6137
9800,3,3240
28000,5,1329
6000,3,1330
3000,3,1331
30000,3,5132
12325,3,1332
30000,5,5133
9600,3,1333
9000,5,5134
7975,3,2315
15175,3,1334
12250,3,5135
18000,3,6138
30000,5,1335
35000,3,2316
10500,3,5136
14000,5,6139
16800,3,366
8400,3,5137
3500,3,1336
35000,5,6140
33425,3,2317
6000,3,3241
24000,5,367
24000,5,1337
16000,5,3242
20000,3,2318
8000,3,5138
6000,3,6141
10750,3,6142
12000,3,1338
10000,3,7137
5000,3,368
4800,3,2319
5500,3,5139
5000,3,3243
15500,5,5140
20000,3,4190
2000,3,2320
10000,3,6143
15400,3,5141
8000,3,2321
28000,3,3244
5000,3,6144
4000,3,5142
6000,3,3245
14000,3,6145
25000,5,1339
25000,3,4191
12000,3,7138
7000,3,369
8000,3,7139
12000,5,3246
8000,3,2322
12000,3,6146
6000,3,370
8000,3,4192
5475,3,5143
10000,3,3247
7000,3,5144
28000,3,3248
12800,3,4193
8875,3,2323
35000,5,5145
15600,3,7140
20000,5,3249
8400,3,5146
24000,5,371
10000,3,1340
12000,3,4194
30000,3,2324
12000,3,3250
18000,3,2325
2500,3,1341
12000,5,3251
20000,5,4195
10000,3,6147
7925,3,5147
20150,3,2326
9925,3,372
28000,5,2327
20000,3,4196
18675,3,6148
15000,3,1342
15000,3,2328
5950,3,4197
4000,3,3252
4000,3,6149
13000,3,1343
12875,5,6150
6500,3,4198
34000,5,2329
16000,3,5148
18700,3,3253
15600,3,5149
15250,3,373
7000,3,7141
20000,3,1344
9000,3,5150
40000,3,7142
32000,5,374
32000,5,2330
30000,3,3254
15000,5,1345
10600,3,4199
35000,3,3255
18050,5,5151
34000,3,2331
6000,3,3256
10000,3,1346
35000,5,2332
6600,3,375
20000,5,2333
8600,3,5152
10000,3,2334
12000,5,7143
15900,5,3257
6000,3,7144
17600,3,1347
5000,3,6151
10000,3,3258
20500,5,2335
9450,3,376
25000,5,6152
6200,3,3259
16850,5,2336
21000,3,1348
4000,3,1349
18000,3,7145
21000,3,377
4000,3,7146
1050,3,5153
10000,3,6153
24500,3,4200
1000,3,2337
35000,5,4201
18000,5,5154
23000,5,3260
10000,5,2338
33575,3,7147
3600,3,378
2800,3,1350
10400,3,3261
12000,5,6154
21000,3,1351
12000,3,6155
16500,5,2339
24000,5,379
35000,3,4202
12000,3,3262
15000,3,7148
24000,3,4203
4000,3,7149
16800,3,4204
23400,5,5155
6000,3,3263
13000,3,1352
5000,3,4205
28000,5,5156
10000,3,7150
14825,3,7151
7200,3,1353
15000,3,4206
35000,5,7152
23300,3,5157
9275,3,3264
12000,5,4207
14000,3,5158
20000,5,4208
35000,5,380
28000,3,5159
15000,5,381
9000,3,2340
9000,3,4209
3125,3,1354
18000,3,7153
8000,3,3265
8000,3,7154
30000,5,1355
9150,3,2341
8000,3,7155
12000,3,7156
11000,3,3266
13725,3,2342
7200,5,382
13000,3,2343
4500,3,1356
8000,3,383
10000,3,384
15750,3,4210
24575,5,6156
5000,3,2344
35000,5,6157
10000,5,385
26000,5,6158
13000,3,1357
19200,3,5160
12000,3,4211
10000,3,6159
8000,3,5161
10000,3,6160
24000,3,1358
8500,3,386
17000,5,7157
6400,3,6161
10000,3,387
15000,3,2345
10000,3,5162
8000,3,4212
28000,5,3267
13000,3,6162
25000,3,3268
5000,3,4213
10000,5,6163
16800,5,5163
8000,3,388
25000,5,7158
7175,3,5164
11900,3,389
12000,3,2346
12000,3,7159
10000,3,6164
18000,3,5165
15000,5,3269
19000,3,1359
16000,3,4214
18000,3,1360
21000,5,5166
24000,5,5167
12000,5,5168
4000,3,5169
20000,5,5170
10525,5,390
15000,5,5171
7500,3,391
3000,3,5172
6650,3,392
23675,5,7160
9500,3,5173
14000,5,393
10400,3,7161
5000,3,6165
12000,3,394
8775,3,2347
20000,3,395
12000,3,5174
7200,3,6166
15000,3,3270
21200,3,7162
7825,3,5175
6000,3,6167
3000,3,396
9000,3,2348
8400,3,3271
10000,3,6168
15000,3,2349
10000,3,6169
2000,3,4215
22525,5,3272
11000,5,5176
20000,5,4216
20000,3,3273
17000,5,2350
5000,3,397
8000,3,7163
20000,5,6170
5000,3,1361
13825,3,5177
7800,3,1362
24000,5,398
25000,5,6171
5000,3,399
10000,3,6172
31100,3,7164
19000,5,3274
12000,5,5178
10000,3,3275
21000,5,6173
20000,3,7165
21500,5,6174
5000,3,400
35000,3,4217
10000,3,6175
20775,3,4218
1500,3,3276
17500,3,401
9000,3,5179
10000,3,3277
24000,5,5180
16000,3,7166
10000,5,2351
10000,3,4219
20400,5,7167
11000,3,1363
24250,5,5181
14400,3,3278
3600,3,7168
10625,3,5182
25000,3,3279
10000,3,6176
8000,3,3280
11100,5,2352
8000,3,5183
12000,3,402
12000,3,5184
20000,3,3281
1000,3,3282
25000,5,403
8400,3,2353
13000,5,3283
35000,3,6177
20500,3,4220
16000,3,7169
6600,3,3284
7000,3,2354
10200,3,1364
4675,3,2355
6400,3,1365
6000,3,3285
4500,3,3286
10000,3,6178
7000,3,3287
13200,5,1366
8000,3,5185
4000,3,7170
6000,3,5186
10000,3,3288
10000,3,1367
28000,3,2356
12000,5,1368
18000,5,2357
9350,3,3289
4500,3,5187
13850,5,3290
7475,3,1369
5375,3,3291
28000,3,4221
1500,3,4222
24950,3,3292
4000,3,5188
21000,5,2358
35000,5,2359
7500,3,5189
11200,5,3293
10000,3,404
10000,3,5190
10625,3,1370
5000,3,4223
24000,3,6179
19275,5,5191
6000,3,6180
5000,3,1371
7250,3,2360
9000,3,4224
16000,5,2361
2200,3,6181
16650,3,4225
24000,3,2362
27200,3,7171
14000,3,1372
16300,3,6182
10000,5,2363
30825,3,4226
5000,3,6183
18000,3,2364
20000,5,1373
35000,5,405
10625,3,6184
25450,3,406
5000,3,7172
12000,3,4227
9000,3,7173
10500,5,3294
6000,3,6185
8000,3,3295
5000,3,7174
14000,5,6186
20000,3,7175
21475,3,1374
19800,5,5192
12000,3,2365
15000,3,3296
13550,5,4228
11500,3,1375
20000,3,407
28000,3,2366
2000,3,408
5000,5,3297
15000,3,2367
5725,3,6187
40000,3,5193
16000,3,7176
2800,3,6188
25000,3,3298
18000,5,7177
3500,3,5194
10000,3,409
5000,3,6189
5000,3,2368
4700,3,3299
22650,5,2369
4000,3,7178
20000,3,6190
4000,3,2370
4275,3,7179
6000,3,6191
30000,3,5195
25575,3,1376
40000,5,7180
5500,3,1377
5000,3,4229
10000,3,4230
16000,3,2371
10000,3,7181
24000,3,410
10000,3,4231
18000,3,1378
26500,5,4232
6000,3,7182
16000,5,1379
10000,3,3300
20000,5,411
24000,5,6192
20000,3,3301
35000,3,6193
6675,3,2372
7200,3,7183
5375,3,412
2800,3,1380
13300,5,4233
9000,3,2373
4000,3,6194
20000,3,5196
8000,3,2374
18000,5,5197
20000,3,3302
10050,3,4234
7000,3,2375
5000,3,4235
19200,5,2376
11800,3,1381
13625,5,5198
4800,3,7184
17000,5,6195
30000,3,2377
16000,5,3303
11000,5,5199
12725,5,413
20000,5,7185
16000,3,4236
7000,3,7186
28000,5,2378
4100,3,2379
18000,3,5200
10000,3,2380
1800,3,2381
14000,3,6196
20000,3,3304
13250,5,1382
20000,3,1383
14000,5,1384
40000,3,3305
12950,5,2382
15000,3,5201
3000,3,3306
9600,3,6197
12000,5,3307
12000,3,5202
21000,5,414
21000,3,2383
14000,5,415
16000,5,4237
2500,3,3308
25000,3,2384
4300,3,7187
8000,3,6198
12425,3,2385
20000,3,5203
6000,3,2386
20000,5,6199
16000,5,2387
5600,3,416
20000,5,5204
22000,3,417
17000,3,7188
7800,5,5205
12000,3,5206
15000,3,1385
24000,3,6200
9000,3,418
9000,3,7189
25000,5,5207
12000,3,7190
12600,3,5208
17000,5,2388
8000,3,4238
12500,3,5209
11200,3,3309
20000,3,2389
5500,3,3310
6500,3,2390
10000,5,6201
21000,3,1386
25000,3,2391
9000,3,419
16800,3,5210
4000,3,5211
5500,3,2392
1000,3,420
16000,5,4239
15000,3,1387
5000,3,4240
14400,5,6202
3400,3,7191
21250,3,6203
9600,3,2393
5775,3,4241
10000,3,6204
10000,3,5212
7000,3,7192
29000,5,2394
4500,3,1388
10000,3,2395
15000,3,1389
30800,5,2396
8000,3,421
24000,5,7193
18000,3,4242
20000,5,1390
8500,3,4243
28000,3,422
17675,5,7194
10000,3,6205
35000,3,423
6900,5,1391
10000,3,4244
7375,3,1392
5600,3,5213
16000,5,7195
26200,3,5214
36750,5,3311
12000,3,2397
15250,5,3312
7000,3,6206
2550,3,4245
28000,3,2398
7000,3,7196
35000,5,5215
22700,5,2399
20000,3,4246
24000,3,424
24000,5,4247
20000,3,1393
5000,3,4248
7100,3,1394
1000,3,425
16800,3,4249
3000,3,2400
10000,3,7197
5000,3,4250
6000,3,7198
8400,3,1395
25000,5,5216
20000,5,426
30000,5,6207
1200,3,427
35000,3,5217
25000,3,428
10000,3,4251
1800,3,3313
19000,5,2401
24000,3,3314
15000,5,6208
30000,3,7199
14500,3,5218
10000,3,6209
25000,5,429
12000,3,7200
17000,3,7201
15000,5,430
14000,5,5219
4800,3,7202
7000,3,6210
25000,5,7203
15000,5,3315
14000,3,6211
15000,3,7204
10000,3,5220
20000,5,7205
16000,5,6212
25000,5,5221
15000,3,1396
8000,3,3316
12575,3,7206
6000,3,3317
3500,3,1397
17000,3,3318
10000,3,2402
7000,3,5222
11400,3,2403
30000,5,6213
11200,5,431
28000,3,3319
10000,3,7207
14400,3,2404
6000,3,7208
1000,3,3320
13775,3,432
16800,5,5223
8000,3,2405
10000,5,5224
18625,3,433
15000,3,4252
11925,5,3321
32500,3,5225
15000,3,3322
16000,5,434
12000,3,4253
12950,5,2406
12000,3,435
16000,3,2407
